ID,Player,Team,Position,RkOv,Status,FPts,FP/G
*06mju*,Alex Sarr,WAS,"F,C,Flx",15,BALL,664,66.4
*06mkg*,Kyshawn George,WAS,"G,F,Flx",60,9/11ST,507,56.33
*031lx*,CJ McCollum,WAS,"G,Flx",116,9/11ST,379,37.9
*06v58*,Tre Johnson,WAS,"G,Flx",163,PartyMar,306,30.6
*049ki*,Marvin Bagley,WAS,"F,C,Flx",189,FA,281,28.1
*06mk6*,Carlton Carrington,WAS,"G,Flx",192,FA,272,27.2
*05uip*,Corey Kispert,WAS,"F,Flx",198,FA,256,25.6
*02ng3*,Khris Middleton,WAS,"F,Flx",217,FA,231,33
*06ca7*,Cam Whitmore,WAS,"F,Flx",240,FA,190,19
*06cc1*,Bilal Coulibaly,WAS,"F,Flx",266,420,148,37
*05uud*,Justin Champagnie,WAS,"F,Flx",265,FA,148,16.44
*06v59*,Will Riley,WAS,"F,Flx",323,FA,73,9.12
*06ccu*,Tristan Vukcevic,WAS,"C,Flx",335,FA,64,8
*0621j*,Malaki Branham,WAS,"G,Flx",353,FA,50,16.67
*06v89*,Jamir Watkins,WAS,"G,Flx",399,FA,25,8.33
*05qv9*,Anthony Gill,WAS,"F,Flx",401,FA,24,4.8
*06mkf*,AJ Johnson,WAS,"G,Flx",413,FA,17,2.43
*04qsl*,Issuf Sanon,WAS,"G,Flx",1449,FA,0,0
*05ujm*,Sharife Cooper,WAS,"G,Flx",1702,FA,-2,-1
*04azw*,Lauri Markkanen,UTA,"F,Flx",24,TRUMP,606,67.33
*06cby*,Keyonte George,UTA,"G,Flx",35,UBER,549,61
*0621l*,Walker Kessler,UTA,"C,Flx",122,FA,364,72.8
*03e6n*,Jusuf Nurkic,UTA,"C,Flx",127,GOD,357,39.67
*04qsn*,Svi Mykhailiuk,UTA,"F,Flx",187,FA,282,31.33
*06mle*,Kyle Filipowski,UTA,"F,C,Flx",203,Penta,248,27.56
*06v56*,Walter Clayton,UTA,"G,Flx",214,FA,233,25.89
*06cc0*,Taylor Hendricks,UTA,"F,Flx",252,FA,170,18.89
*06v57*,Ace Bailey,UTA,"G,F,Flx",258,FA,154,17.11
*06cbz*,Brice Sensabaugh,UTA,"F,Flx",262,FA,150,18.75
*005kd*,Kevin Love,UTA,"F,Flx",326,FA,72,18
*03aq3*,Kyle Anderson,UTA,"F,Flx",331,FA,66,22
*06qdz*,Elijah Harkless,UTA,"G,Flx",347,FA,54,10.8
*06mk2*,Cody Williams,UTA,"G,Flx",357,FA,46,9.2
*06mkl*,Isaiah Collier,UTA,"G,Flx",417,FA,15,15
*042o9*,Georges Niang,UTA,"F,Flx",1287,FA,0,0
*06cef*,Oscar Tshiebwe,UTA,"C,Flx",1582,FA,0,0
*06v8j*,John Tonje,UTA,"G,Flx",1570,FA,0,0
*03kuc*,Jerrelle Benimon,UTA,"F,Flx",541,FA,0,0
*04lci*,Erik McCree,UTA,"F,Flx",1192,FA,0,0
*031mw*,Erick Green,UTA,"G,Flx",895,FA,0,0
*05uie*,Scottie Barnes,TOR,"F,Flx",8,UBER,734,73.4
*051oj*,RJ Barrett,TOR,"G,F,Flx",27,9/11ST,594,59.4
*042n1*,Brandon Ingram,TOR,"F,Flx",31,420,572,57.2
*05qu9*,Immanuel Quickley,TOR,"G,Flx",45,Bomb,534,53.4
*05ujs*,Sandro Mamukelashvili,TOR,"F,C,Flx",152,FA,322,32.2
*06mlr*,Jamal Shead,TOR,"G,Flx",154,FA,318,31.8
*06v5a*,Collin Murray-Boyles,TOR,"F,Flx",202,FA,250,31.25
*06cc2*,Gradey Dick,TOR,"G,F,Flx",231,FA,200,20
*042n6*,Jakob Poeltl,TOR,"C,Flx",232,TRUMP,197,32.83
*06q2e*,Jamison Battle,TOR,"F,Flx",279,FA,120,15
*0621d*,Ochai Agbaji,TOR,"G,F,Flx",296,FA,102,11.33
*06mkb*,JaKobe Walter,TOR,"G,Flx",333,FA,65,9.29
*06mld*,Jonathan Mogbo,TOR,"F,C,Flx",351,FA,51,8.5
*06v85*,Alijah Martin,TOR,"G,Flx",1164,FA,0,0
*06vy2*,Chucky Hepburn,TOR,"G,Flx",943,FA,0,0
*05uwa*,A.J. Lawson,TOR,"G,Flx",1106,FA,0,0
*01ng2*,Garrett Temple,TOR,"G,Flx",1541,FA,0,0
*005kc*,Russell Westbrook,SAC,"G,Flx",33,9/11FT,562,62.44
*01eon*,DeMar DeRozan,SAC,"F,Flx",84,GWBush,450,50
*03ams*,Zach LaVine,SAC,"G,F,Flx",86,420,444,55.5
*031m4*,Dennis Schroder,SAC,"G,Flx",89,Bomb,442,49.11
*042n7*,Domantas Sabonis,SAC,"C,Flx",103,Bomb,411,68.5
*049kc*,Malik Monk,SAC,"G,Flx",144,420,333,47.57
*0623m*,Keon Ellis,SAC,"G,Flx",211,FA,235,26.11
*04xdu*,Drew Eubanks,SAC,"C,Flx",237,FA,194,21.56
*06v5w*,Nique Clifford,SAC,"G,Flx",286,FA,117,23.4
*06v88*,Maxime Raynaud,SAC,"F,C,Flx",330,FA,67,16.75
*06mk5*,Devin Carter,SAC,"G,Flx",355,FA,46,7.67
*06y2o*,Dylan Cardwell,SAC,"C,Flx",378,FA,33,11
*05qtm*,Precious Achiuwa,SAC,"F,C,Flx",388,FA,30,15
*03acy*,Dario Saric,SAC,"C,Flx",409,FA,20,6.67
*06213*,Keegan Murray,SAC,"F,Flx",1275,9/11FT,0,0
*03avi*,Doug McDermott,SAC,"F,Flx",1197,FA,0,0
*064q6*,Daeqwon Plowden,SAC,"G,Flx",1374,FA,0,0
*06mp0*,Isaiah Stevens,SAC,"G,Flx",1513,FA,0,0
*03iy1*,Sim Bhullar,SAC,"C,Flx",552,FA,0,0
*04z79*,Cody Demps,SAC,"G,Flx",751,FA,0,0
*06cch*,Victor Wembanyama,SA,"C,Flx",5,9/11FT,791,87.89
*06mjw*,Stephon Castle,SA,"G,Flx",28,BALL,581,64.56
*05qtr*,Devin Vassell,SA,"G,F,Flx",115,9/11FT,382,42.44
*02nf7*,Harrison Barnes,SA,"F,Flx",117,W <small>(Sun)</small>,378,42
*051p9*,Keldon Johnson,SA,"G,F,Flx",118,9/11FT,377,41.89
*062dn*,Julian Champagnie,SA,"F,Flx",120,FA,369,41
*06v5y*,Dylan Harper,SA,"G,Flx",209,HAIRY,240,40
*04xhz*,Jordan McLaughlin,SA,"G,Flx",277,FA,126,15.75
*04jwb*,Luke Kornet,SA,"C,Flx",308,FA,91,45.5
*06218*,Jeremy Sochan,SA,"F,C,Flx",311,FA,88,29.33
*049kb*,DeAaron Fox,SA,"G,Flx",338,Penta,62,62
*05yoh*,Lindy Waters,SA,"G,Flx",360,FA,44,14.67
*06v5x*,Carter Bryant,SA,"F,Flx",370,FA,36,6
*027oq*,Bismack Biyombo,SA,"C,Flx",375,FA,34,6.8
*031m0*,Kelly Olynyk,SA,"C,Flx",383,FA,32,16
*06mog*,Riley Minix,SA,"F,Flx",387,FA,31,10.33
*06mor*,David Jones,SA,"F,Flx",390,FA,30,10
*06mlu*,Harrison Ingram,SA,"F,Flx",408,FA,20,6.67
*03r7k*,Nikola Milutinov,SA,"C,Flx",1232,FA,0,0
*05qtj*,Deni Avdija,POR,"G,F,Flx",19,GOD,630,70
*01eo9*,Jrue Holiday,POR,"G,Flx",20,9/11ST,622,69.11
*03aq2*,Jerami Grant,POR,"F,Flx",64,HAIRY,490,54.44
*06mjz*,Donovan Clingan,POR,"C,Flx",83,GOD,450,50
*06cd4*,Toumani Camara,POR,"F,Flx",110,BALL,393,43.67
*06216*,Shaedon Sharpe,POR,"G,F,Flx",119,TRUMP,371,41.22
*06ca5*,Kris Murray,POR,"F,Flx",246,FA,179,22.38
*0621o*,Blake Wesley,POR,"G,Flx",251,FA,171,28.5
*051p0*,Matisse Thybulle,POR,"G,F,Flx",289,FA,113,28.25
*06gix*,Duop Reath,POR,"C,Flx",304,FA,97,16.17
*04qs4*,Robert Williams,POR,"C,Flx",324,FA,73,18.25
*06cel*,Sidy Cissoko,POR,"F,Flx",361,FA,43,10.75
*06vy3*,Caleb Love,POR,"G,Flx",369,FA,37,12.33
*06cd2*,Rayan Rupert,POR,"G,Flx",377,FA,34,8.5
*06v5e*,Yang Hansen,POR,"C,Flx",414,FA,16,3.2
*06cdn*,Scoot Henderson,POR,"G,Flx",938,9/11ST,0,0
*02nf6*,Damian Lillard,POR,"G,Flx",1125,FA,0,0
*06fzs*,Javonte Cooke,POR,"G,Flx",693,FA,0,0
*03nwm*,Devin Booker,PHO,"G,F,Flx",6,HAIRY,751,75.1
*04jwd*,Royce ONeale,PHO,"F,Flx",39,TRUMP,541,54.1
*04qry*,Grayson Allen,PHO,"G,Flx",41,Bomb,536,53.6
*0621e*,Mark Williams,PHO,"C,Flx",65,BALL,488,54.22
*0623e*,Collin Gillespie,PHO,"G,Flx",66,GWBush,484,48.4
*06mkk*,Ryan Dunn,PHO,"F,Flx",99,ASS,416,41.6
*04ex8*,Dillon Brooks,PHO,"G,F,Flx",228,UBER,206,51.5
*05qtd*,Nick Richards,PHO,"C,Flx",259,FA,154,15.4
*06mlm*,Oso Ighodaro,PHO,"F,C,Flx",268,FA,140,14
*05ux3*,Jordan Goodwin,PHO,"G,Flx",274,FA,129,18.43
*05uic*,Jalen Green,PHO,"G,Flx",314,TRUMP,84,42
*04k0q*,Nigel Hayes-Davis,PHO,"F,Flx",322,FA,76,8.44
*05ujg*,Isaiah Livers,PHO,"F,Flx",356,FA,46,9.2
*06v5f*,Khaman Maluach,PHO,"C,Flx",392,FA,29,5.8
*06v72*,Rasheer Fleming,PHO,"F,Flx",400,FA,24,4.8
*06v87*,Koby Brea,PHO,"G,Flx",432,FA,9,9
*06y4e*,CJ Huntley,PHO,"F,Flx",985,FA,0,0
*05qsq*,Tyrese Maxey,PHI,"G,Flx",4,420,857,95.22
*03nwk*,Kelly Oubre Jr.,PHI,"F,Flx",51,9/11FT,519,57.67
*06v5k*,VJ Edgecombe,PHI,"G,Flx",57,HAIRY,512,56.89
*05uiz*,Quentin Grimes,PHI,"G,F,Flx",68,GN,477,53
*03al2*,Joel Embiid,PHI,"C,Flx",145,ASS,332,55.33
*02nf9*,Andre Drummond,PHI,"C,Flx",182,FA,285,35.62
*05uuv*,Trendon Watford,PHI,"G,F,Flx",184,BALL,285,47.5
*06mln*,Adem Bona,PHI,"C,Flx",261,FA,153,17
*0622k*,Jabari Walker,PHI,"F,C,Flx",293,FA,106,11.78
*06mmc*,Justin Edwards,PHI,"G,F,Flx",303,FA,98,12.25
*0626t*,Dominick Barlow,PHI,"F,Flx",336,FA,62,31
*005kf*,Eric Gordon,PHI,"G,F,Flx",402,FA,24,12
*0015b*,Kyle Lowry,PHI,"G,Flx",411,FA,18,18
*06v81*,Johni Broome,PHI,"F,C,Flx",428,FA,11,5.5
*06vxs*,Hunter Sallis,PHI,"G,Flx",443,FA,5,1.67
*01uyj*,Paul George,PHI,"F,Flx",871,Penta,0,0
*06mk8*,Jared McCain,PHI,"G,Flx",1185,GN,0,0
*06210*,Paolo Banchero,ORL,"F,Flx",26,PRO,599,66.56
*05uii*,Franz Wagner,ORL,"F,Flx",43,BALL,535,59.44
*04qrl*,Wendell Carter,ORL,"C,Flx",96,ASS,426,47.33
*05qt3*,Desmond Bane,ORL,"G,F,Flx",138,UBER,340,37.78
*06cc5*,Anthony Black,ORL,"G,Flx",140,GWBush,338,37.56
*05uif*,Jalen Suggs,ORL,"G,Flx",149,420,325,46.43
*06mka*,Tristan da Silva,ORL,"F,Flx",151,FA,323,35.89
*051oy*,Goga Bitadze,ORL,"C,Flx",181,FA,288,32
*03ad0*,Tyus Jones,ORL,"G,Flx",310,FA,90,10
*04ewb*,Jonathan Isaac,ORL,"F,Flx",315,FA,82,10.25
*06v7y*,Noah Penda,ORL,"F,Flx",318,FA,79,15.8
*06cc6*,Jett Howard,ORL,"F,Flx",391,FA,29,4.83
*06v5j*,Jase Richardson,ORL,"G,Flx",435,FA,8,1.33
*04qs2*,Moritz Wagner,ORL,"C,Flx",1603,FA,0,0
*0622z*,Orlando Robinson,ORL,"C,Flx",1433,FA,0,0
*06cp2*,Colin Castleton,ORL,"C,Flx",655,FA,0,0
*0661b*,Jamal Cain,ORL,"F,Flx",639,FA,0,0
*04qsk*,Justin Jackson,ORL,"F,Flx",998,FA,0,0
*04qro*,Shai Gilgeous-Alexander,OKC,"G,Flx",3,L Bozo,864,86.4
*04ex6*,Isaiah Hartenstein,OKC,"C,Flx",14,L Bozo,667,66.7
*06mlk*,Ajay Mitchell,OKC,"G,F,Flx",54,ASS,515,51.5
*06cac*,Cason Wallace,OKC,"G,F,Flx",90,ASS,439,48.78
*06211*,Chet Holmgren,OKC,"F,C,Flx",112,L Bozo,389,64.83
*05ujt*,Aaron Wiggins,OKC,"G,F,Flx",114,FA,387,43
*0621x*,Jaylin Williams,OKC,"F,C,Flx",176,FA,293,29.3
*05qsp*,Isaiah Joe,OKC,"G,Flx",216,FA,232,46.4
*0496e*,Alex Caruso,OKC,"G,F,Flx",235,PRO,194,32.33
*0527l*,Luguentz Dort,OKC,"G,F,Flx",236,FA,194,27.71
*0621a*,Ousmane Dieng,OKC,"F,C,Flx",337,FA,62,8.86
*06mmi*,Branden Carlson,OKC,"C,Flx",349,FA,53,7.57
*06v8a*,Brooks Barnhizer,OKC,"G,Flx",365,FA,39,4.88
*0723f*,Chris Youngblood,OKC,"G,Flx",373,FA,35,3.89
*0621b*,Jalen Williams,OKC,"G,F,Flx",1654,9/11ST,0,0
*06mk4*,Nikola Topic,OKC,"G,Flx",1573,FA,0,0
*06v5i*,Thomas Sorber,OKC,"F,C,Flx",1501,FA,0,0
*04t8w*,Kenrich Williams,OKC,"F,Flx",1658,FA,0,0
*03kub*,Richard Solomon,OKC,"F,Flx",1500,FA,0,0
*03ad3*,Karl-Anthony Towns,NY,"F,C,Flx",30,Penta,573,71.62
*04qsa*,Jalen Brunson,NY,"G,Flx",34,GN,557,69.62
*04qrn*,Mikal Bridges,NY,"G,F,Flx",46,9/11FT,532,66.5
*04ewn*,OG Anunoby,NY,"F,Flx",48,Penta,524,65.5
*04ewu*,Josh Hart,NY,"G,F,Flx",193,9/11ST,268,38.29
*05uja*,Miles McBride,NY,"G,Flx",219,FA,227,37.83
*04qs3*,Landry Shamet,NY,"G,Flx",255,FA,163,20.38
*03byk*,Jordan Clarkson,NY,"G,F,Flx",257,FA,158,19.75
*04qsd*,Mitchell Robinson,NY,"C,Flx",285,FA,118,39.33
*03xmt*,Guerschon Yabusele,NY,"F,C,Flx",329,FA,68,9.71
*06mm4*,Ariel Hukporti,NY,"C,Flx",339,FA,62,12.4
*06mlg*,Tyler Kolek,NY,"G,Flx",342,FA,59,7.38
*06mkh*,Pacome Dadiet,NY,"G,Flx",436,FA,7,2.33
*06him*,Trey Jemison,NY,"C,Flx",441,FA,5,5
*06v8h*,Mohamed Diawara,NY,"F,Flx",445,FA,3,0.75
*06mm2*,Kevin McCullar,NY,"F,Flx",1193,FA,0,0
*06hfc*,Tosan Evbuomwan,NY,"F,Flx",812,FA,0,0
*04exg*,Kadeem Allen,NY,"G,Flx",469,FA,0,0
*04exl*,Ognen Jaramaz,NY,"G,Flx",1007,FA,0,0
*05uir*,Trey Murphy,NO,"G,F,Flx",38,GOD,541,60.11
*05uj9*,Herbert Jones,NO,"F,Flx",134,HAIRY,346,38.44
*06v5g*,Jeremiah Fears,NO,"G,Flx",146,W <small>(Mon)</small>,331,36.78
*051oh*,Zion Williamson,NO,"F,Flx",155,Bomb,316,63.2
*05qt0*,Saddiq Bey,NO,"F,Flx",166,FA,304,33.78
*06v5h*,Derik Queen,NO,"C,Flx",170,L Bozo,298,33.11
*051p8*,Jordan Poole,NO,"G,Flx",199,PartyMar,256,36.57
*05uul*,Jose Alvarado,NO,"G,Flx",207,FA,242,30.25
*06mkd*,Yves Missi,NO,"F,C,Flx",248,FA,175,35
*0622f*,Karlo Matkovic,NO,"F,C,Flx",316,FA,82,11.71
*03ad7*,Kevon Looney,NO,"C,Flx",319,FA,77,19.25
*06ca9*,Jordan Hawkins,NO,"G,Flx",325,FA,72,9
*06v86*,Micah Peavy,NO,"G,F,Flx",366,FA,39,7.8
*005l3*,DeAndre Jordan,NO,"C,Flx",368,FA,37,18.5
*06223*,Bryce McGowens,NO,"G,Flx",422,FA,13,4.33
*06vxw*,Hunter Dickinson,NO,"C,Flx",446,FA,2,2
*042nq*,Dejounte Murray,NO,"G,Flx",1274,Bomb,0,0
*06mp4*,Trey Alexander,NO,"G,Flx",465,FA,0,0
*038xh*,Larry Drew II,NO,"G,Flx",774,FA,0,0
*03ulp*,Bryce Dejean-Jones,NO,"G,Flx",746,FA,0,0
*03ajv*,Julius Randle,MIN,"F,Flx",9,PRO,727,80.78
*05qu0*,Jaden McDaniels,MIN,"F,Flx",67,PRO,482,53.56
*04qru*,Donte DiVincenzo,MIN,"G,Flx",75,PRO,465,51.67
*02xg9*,Rudy Gobert,MIN,"C,Flx",91,HAIRY,434,48.22
*0527h*,Naz Reid,MIN,"F,C,Flx",137,PartyMar,342,38
*05qug*,Anthony Edwards,MIN,"G,F,Flx",159,GN,309,61.8
*0015e*,Mike Conley,MIN,"G,Flx",186,FA,282,31.33
*06cd9*,Jaylen Clark,MIN,"G,F,Flx",263,FA,149,21.29
*05uj0*,Bones Hyland,MIN,"G,Flx",264,FA,149,16.56
*06mk0*,Robert Dillingham,MIN,"G,Flx",294,FA,105,15
*06mkj*,Terrence Shannon,MIN,"G,F,Flx",301,FA,99,14.14
*06v5m*,Joan Beringer,MIN,"F,C,Flx",374,FA,34,5.67
*06cei*,Leonard Miller,MIN,"F,Flx",386,FA,31,6.2
*03kqi*,Joe Ingles,MIN,"F,Flx",429,FA,11,2.75
*0623d*,Johnny Juzang,MIN,"G,F,Flx",442,FA,5,1.25
*06v8b*,Rocco Zikarsky,MIN,"C,Flx",1696,FA,0,0
*06mlw*,Enrique Freeman,MIN,"F,Flx",850,FA,0,0
*031m2*,Giannis Antetokounmpo,MIL,"F,C,Flx",2,HAIRY,870,108.75
*06227*,Ryan Rollins,MIL,"G,Flx",40,ASS,539,59.89
*03ad2*,Myles Turner,MIL,"C,Flx",82,PRO,451,50.11
*06234*,AJ Green,MIL,"G,Flx",153,FA,318,35.33
*05qtl*,Cole Anthony,MIL,"G,Flx",168,ASS,301,37.62
*04qse*,Gary Trent,MIL,"G,F,Flx",171,L Bozo,298,33.11
*04ewr*,Kyle Kuzma,MIL,"F,Flx",191,FA,279,34.88
*03nwn*,Bobby Portis,MIL,"F,C,Flx",224,FA,219,24.33
*042n8*,Taurean Prince,MIL,"G,F,Flx",247,FA,176,22
*059g0*,Amir Coffey,MIL,"G,F,Flx",327,FA,69,7.67
*051pa*,Kevin Porter,MIL,"G,Flx",376,Bomb,34,34
*05ujw*,Jericho Sims,MIL,"C,Flx",407,FA,21,3.5
*06cdd*,Andre Jackson,MIL,"G,Flx",410,FA,19,6.33
*03apx*,Gary Harris,MIL,"G,Flx",412,FA,17,5.67
*06vxt*,Mark Sears,MIL,"G,Flx",431,FA,10,5
*06gno*,Pete Nance,MIL,"F,Flx",1280,FA,0,0
*0728q*,Alex Antetokounmpo,MIL,"F,Flx",479,FA,0,0
*031mk*,Isaiah Canaan,MIL,"G,Flx",642,FA,0,0
*03e7e*,Thanasis Antetokounmpo,MIL,"F,Flx",1701,FA,-2,-2
*06cbx*,Jaime Jaquez,MIA,"G,F,Flx",32,420,572,57.2
*02ym0*,Andrew Wiggins,MIA,"G,F,Flx",50,Penta,524,52.4
*05uij*,Davion Mitchell,MIA,"G,Flx",63,Bomb,493,49.3
*04ewf*,Bam Adebayo,MIA,"F,C,Flx",73,GN,472,59
*06mk7*,Kelel Ware,MIA,"F,C,Flx",95,9/11FT,429,42.9
*03r7z*,Norman Powell,MIA,"G,F,Flx",102,PartyMar,413,59
*0621q*,Nikola Jovic,MIA,"F,Flx",126,FA,357,35.7
*05wqo*,Dru Smith,MIA,"G,Flx",135,FA,346,34.6
*062pk*,Simone Fontecchio,MIA,"F,Flx",143,UBER,333,33.3
*06mlq*,Pelle Larsson,MIA,"G,F,Flx",156,FA,314,31.4
*06mm8*,Keshad Johnson,MIA,"F,Flx",406,FA,21,7
*06z61*,Myron Gardner,MIA,"F,Flx",418,FA,14,14
*06ps5*,Jahmir Young,MIA,"G,Flx",440,FA,6,3
*051ot*,Tyler Herro,MIA,"G,Flx",947,420,0,0
*06v55*,Kasparas Jakucionis,MIA,"G,Flx",1001,FA,0,0
*03nwl*,Terry Rozier,MIA,"G,Flx",1438,FA,0,0
*06vxy*,Vladislav Goldin,MIA,"C,Flx",880,FA,0,0
*04is9*,Charles Cooke,MIA,"G,Flx",692,FA,0,0
